ORIGINAL,REPLACEMENT,OCCURRENCE
PSYCHOTROPIC AGENTS (ANTIPSYCHOTICS),THALIDOMIDE,6
BUPROPRON,BUPROPION,1
DIAZAPEM,DIAZEPAM,4
TEMAZIPAM,TEMAZEPAM,1
RITALIN (TABLETS) METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,1
FLUNITRAZEPAM         (FLUNITRAZEPAM),FLUNITRAZEPAM,1
LASIX RETARD (FUROSEMIDE) CAPSULES,FUROSEMIDE,2
MONOKET (ISOSORBIDE MONONITRATE) TABLETS,ISOSORBIDE MONONITRATE,1
ZOCORD (SIMVASTATIN),SIMVASTATIN,15
NEOSYNEPHRINE BADRIAL (PHENYLEPHRINE HYDROCHLORIDE),PHENYLEPHRINE,3
ISOMYTAL(AMOBARBITAL),AMOBARBITAL,1
DECADRON #1 (DEXAMETHASONE SODIUM PHOSPHATE),DEXAMETHASONE,16
ROBAXACET,METHOCARBAMOL,102
HYOSCAMINE SULFATE,HYOSCYAMINE,1
ISODINE GARGLE (IODINE),OXAZEPAM,4
CYTOGAM,TETRACYCLINE,54
FTY 720,FINGOLIMOD,193
LABETATOL,LABETALOL,1
DILTIAZEM (TIAZAC),DILTIAZEM,12
FLUDARABINE ATG 2200 MGX2 011004-011104,FLUDARABINE,1
GENRAFT,CYCLOSPORINE,1
ADVAFERON (A643_INTERFERON-ALFACON-1),INTERFERON ALFACON-1,1
GLYCYOL,GLYCEROL,14
FOSAMAX (ALENDRONATE SDOIUM),ALENDRONATE,2
GLUCOSAMINE CONDROITIN (GLUCOSAMINE),N-ACETYL-D-GLUCOSAMINE,1
LIPANTHYL ^BRISTOL-MYERS SQUIBB^,FENOFIBRATE,23
OLOPATADINE HYDROCHLORIDE,OLOPATADINE,254
PAROXETINE HYDORCHLORIDE,PAROXETINE,1
LEVOTHYROID (LEVOTHYROID),LEVOTHYROXINE,4
FENOFIBRAT (NR),FENOFIBRATE,1
SILDENAFIL (SILFENAFIL),SILDENAFIL,2
AZYTHROMAX,AZITHROMYCIN,2
MARKINE,CYCLIZINE,2
MIRAPEXIN (PRAMIPEXOLE DIHYDROCHLORIDE) (TA),PRAMIPEXOLE,2
LAMIVUDINE (LAMIVUDINE) (NR),LAMIVUDINE,6
ALLOPURINOL (NR),ALLOPURINOL,5
INSULIN HUMAN (INSULIN),INSULIN REGULAR,1
INSULIN NOVOLIN (INSULIN),INSULIN GLULISINE,1
DEXTRAL,KETOPROFEN,5
PLETAAL (CILOSTAZOL) (TABLETS),CILOSTAZOL,5
CALCICOL,CHOLECALCIFEROL,187
HERBESER   DELTA,DILTIAZEM,1
MERCAINE,CYSTEAMINE,1
NEOPHYLLIN,DYPHYLLINE,161
PROSTANDIN,EPOPROSTENOL,19
ANLODIPINE BESILATE,AMLODIPINE,2
MINOPHAGEN,L-ARGININE,10
ADVAFERON (A643_INTEFERON ALFACON-1),INTERFERON ALFACON-1,6
PERHEXILINE MALEATE,PERHEXILINE,21
DIMETHINDENE MALEATE AND PHENYLEPHRINE,DIMETHINDENE,1
ISOSORBIDE-5-MONONITRATE,ISOSORBIDE MONONITRATE,5
TOLINASE,TOLAZAMIDE,20
IRBESARTAN/HCTZ,IRBESARTAN,2
INTERFERON (UNSPECIFIED),INTERFERON BETA-1B,43
FENTANLY (FENTANYL),FENTANYL,1
OXYTOCIN 10 USP UNITS IN DEXTROSE 5%,OXYTOCIN,18
PROSTINE (DINOPROSTONE),ALPROSTADIL,3
ACETYLSALICYLIC ACID + VITAMIN C (ACETYLSALICYLIC ACID W/ASCORBIC ACID,ACETYLSALICYLIC ACID,1
CYTOTEC TABLET,MISOPROSTOL,1
FOSFOMYCIN SODIUM SOLUTION,FOSFOMYCIN,1
HABEKACIN (ARBEKACIN) SOLUTION,ARBEKACIN,1
MINOMYCIN SOLUTION,MINOCYCLINE,1
MORPHINE HYDROCHLORIDE (MORPHINE HYDROCHLORIDE) SOLUTION,MORPHINE,1
PREDONINE SOLUTION,PREDNISOLONE,1
CALCIUM CHANNEL BLOCKERS,CALCIUM CHLORIDE,2839
PARDOCLIN,MELOXICAM,2
"DALACIN T         (CLINDAMYCIN) LOTION,",CLINDAMYCIN,1
ANASTROZOL,ANASTROZOLE,6
TERTENSIF,INDAPAMIDE,127
PRITOR (TELMISARTAN),TELMISARTAN,17
ZOVIRAX ^BURROUGHS^,ACYCLOVIR,4
"BETASERON (INTERFERON BETA - 1B) INECTION, 250 UG",INTERFERON BETA-1B,1
"BETASERON (INTEREFERON BETA - 1B) INJECTION, 250 UG",INTERFERON BETA-1B,1
"BETASERON (INTERFEERON BETA - 1B) INJECTION, 250UG",INTERFERON BETA-1B,1
"ASPIRIN (1-CHLORO-2,4 -DINITROBENZENE)",ACETYLSALICYLIC ACID,1
MAREVAN ^BRITISH DRUG HOUSES^ (WARFARIN SODIUM),WARFARIN,5
NITROFUR-C,NITROFURANTOIN,31
PANADOL (PARACETAMOL),ACETAMINOPHEN,6
BEROTEC PRN INHALATION,FENOTEROL,1
PROTAPHAN,PROCAINAMIDE,102
ADVAFERON (A643_INTERFERNO ALFACON-1),INTERFERON ALFACON-1,1
QUILONORM,CLIOQUINOL,84
SAROTEN RETARD,AMITRIPTYLINE,5
EXEMESTANE    (EXEMESTANE ),EXEMESTANE,1
MEPROBRAMATE(MEPROBRAMATE),MEPROBAMATE,1
HYDROCHLOROTHIAZIDE/TRIAMTERENE (HYDROCHLOROTHIAZIDE/TRIAMTERENE),HYDROCHLOROTHIAZIDE,9
"ACETAMINOPHEN W/OXYCODONE (PARACETAMOL, OXYCODONE HYDROCHLORIDE)",ACETAMINOPHEN,2
TRICYCLIC ANTIDEPRESSANTS(),PROCYCLIDINE,12
CORTROSYN (TETRACOSACTIDE),COSYNTROPIN,6
ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN,134
PERIDEX (CHLORHEXIDINE GLUCONATE),CHLORHEXIDINE,66
NITRATE(),NITRAZEPAM,1
ADVAFERON   (INTERFERON ALFACON-1),INTERFERON ALFACON-1,1
CATLEP          (INDOMETACIN),INDOMETHACIN,1
"PONTAL,          (MEFENAMIC ACID)",MEFENAMIC ACID,1
URINASTATIN,CERIVASTATIN,9
GEMCITABINE - SOLUTION - 937.5 MG/M2,GEMCITABINE,1
RETROVIR - (ZIDOVUDINE) - SOLUTION - 200 MG / SOLUTION,ZIDOVUDINE,1
URSODEOXYCHOLIC  ACID,URSODEOXYCHOLIC ACID,2
BUFORMIN HYDROCHLORIDE,BUFORMIN,36
PRANOPROFEN,PROPRANOLOL,68
ETHYL  LOFLAZEPATE,BENZOCAINE,2
REPAMIPIDE,REPAGLINIDE,2
ASPIRIN 81 MD QD,ACETYLSALICYLIC ACID,1
"GLEEVEC (IMATINIB) TABLET, 100 MG",IMATINIB,1
TRAZEDON?,PEMOLINE,1
SALINE IV,FUROSEMIDE,1
ALNA,AMINOLEVULINIC ACID,151
BELOC MITE,METOPROLOL,39
ZANTAC (RANITIDINE HYDROCHLORIDE) TABLETS,RANITIDINE,5
GLIMEPRIDE (GLIMEPIRIDE),GLIMEPIRIDE,4
PROTIUM (PANTOPRAZOLE SODIUM),PANTOPRAZOLE,7
CALCUIM,CALCIUM,9
METROCREAM,METRONIDAZOLE,87
CALCIUM /VIT D,CALCIUM CHLORIDE,2
INSULIN LISPRO (SLIDING SCALE),INSULIN LISPRO,1
DICLOFENAC 75 MG,DICLOFENAC,10
CLAVERSAL (MESALAZINE),MESALAZINE,4
ALUMINIUM ACETATE (ALUMINIUM ACETATE),ALUMINIUM,1
MICONAZOLE (MICONAZOLE) CREAM,MICONAZOLE,2
RIBAVIRIN CAPSULES -GMP,RIBAVIRIN,1
SALMON PILLS,SALMON CALCITONIN,8
LAMIVUDINE /ZIDOVUDINE,LAMIVUDINE,1
SIMVASTATOM,SIMVASTATIN,2
"REMICADE (INFLIXIMAB, RECOBIANT) LYOPHILZED POWDER",INFLIXIMAB,1
TAMSULOSIN CAPSULES (NR) (TAMSULOSIN HYDROCHLORIDE),TAMSULOSIN,2
AMINO ACIDS,AMINOSALICYLIC ACID,263
PROTEIN,DIHYDROTESTOSTERONE,29
PSYCHOTROPIC DRUGS,THALIDOMIDE,27
CONJUGATED OESTROGENS,CONJUGATED ESTROGENS,4
SALBUTAMOL (SALBUTAMOL) (SALBUTAMOL SULPHATE),SALBUTAMOL,4
TIOTROPIUM (00015/0190/A) (TIOTROPIUM BROMIDE) (NR),TIOTROPIUM,3
ADVAFERON (A1643_INTERFERON ALFACON-1),INTERFERON ALFACON-1,1
LACTOMIN,RIBOFLAVIN,261
ERBITUX (CETUXIMAB) - IMCLONE,CETUXIMAB,1
ADVAFERON (A643_INTERERON ALFACON-1),INTERFERON ALFACON-1,1
CLOPERASTINE,CLEMASTINE,26
"TIMOPTOL, 0.5%",TIMOLOL,1
CERUBIDINE,DAUNORUBICIN,242
BEVACIZUMAB (BEVACIZUMAB),BEVACIZUMAB,186
RITUXIMAB (RITUXIMAB) CONC FOR SOLUTION FOR INFUSION,RITUXIMAB,150
SODIUM AUROTHIOMALATE,DIATRIZOATE,114
CAVERJECT,ALPROSTADIL,867
FASLODEX (FULVESTRANT) INJECTION,FULVESTRANT,3
GANTON,SULFISOXAZOLE,2
FOLINIC AC ID,LEUCOVORIN,1
KETALAR,KETAMINE,450
CLOXAZOLAM (CLOXAZOLAM),CLOXAZOLAM,25
ISCOTIN (ISONIAZAD),ISONIAZID,1
PYRAMIDE (PYRAXINAMIDE0,PYRAZINAMIDE,1
MIDOZOLAM,IBUPROFEN,6
ATENOLOLUM (ATENOLOL) TABLETS,ATENOLOL,1
HYDROCHLOROTHIAZIDUM (HYDROCHLOROTHIAZIDE) TABLETS,HYDROCHLOROTHIAZIDE,1
ISONIAZIDUM (ISONIAZID),ISONIAZID,1
BENYLIN PEDIATRIC (DEXTROMETHORPHAN),DEXTROMETHORPHAN,1
SPRINTEC,VALPROIC ACID,209
"TORSEMIDE TABLETS, 20 MG, PAR",TORASEMIDE,1
CONCERTA(METHYLPHENIDATE HYDRYCLORIDE),METHYLPHENIDATE,1
VOLMAGEN,SALBUTAMOL,11
ALUMINUM HYDROXIDE GEL,ALUMINIUM,184
CLOTRIMAZOLE             7-DAY VAGINAL CREAM,CLOTRIMAZOLE,1
ZANAFLEX (TIZANIDINE HCL),TIZANIDINE,3
ESTROVAN,ESTRONE,2
"CEFOPERAZONE-SODIUM/SULBACTAM-SODIUM (CEFOPERAZONE SODIUM, SULBACTAM S",CEFOPERAZONE,1
ALLOPURINOL GNR,ALLOPURINOL,1
LASILIX RETARD,FUROSEMIDE,53
DIOVAN TABLETS,VALSARTAN,25
"CEPHALEXIN, DIVALPROEX SODIUM",CEPHALEXIN,1
PETHIDINE,MEPERIDINE,196
DAUOMYCIN,LYMECYCLINE,1
THIOPENTONE,THIOPENTAL,68
ROBITUSSIN CF (GUAIFENESIN/DEXTROMETHORPHAN/PHENYLPROPANOLAMINE),GUAIFENESIN,3
PARAFON FORTE (CHLORZOXAZONE/PARACETAMOL),CHLORZOXAZONE,1
ACIPHEX (RABEPRZAZOLE),RABEPRAZOLE,1
PROMETHAZINE RPN RECTAL,PROMETHAZINE,1
WELLBUTRIN (BUPRONION),BUPROPION,1
TYLENOL W/CODEINE NO. 4 (CODEINE PHOSPHATE/PARACETAMOL),ACETAMINOPHEN,1
HYDRALAZINE (HYDRALAZINE) TABLETS,HYDRALAZINE,4
TOPROL XL (METOPROLOL SUCCINATE) TABLETS,METOPROLOL,8
PROZAC WEEKLY,FLUOXETINE,71
ETHINYLESTRADIOL W/NORETHINDRONE,ETHINYL ESTRADIOL,5
PHENOBABITAL,PHENOBARBITAL,1
ANTIBIOTICS(),MEROPENEM,9
PROCANBID,PROCAINAMIDE,28
MORPHINE SULPHATE SLOW RELEASE,MORPHINE,4
CALCIUM CARBASPIRIN,CALCIUM CARBONATE,2
NEUROLEPTIC,DIAZEPAM,30
DOPAR,LEVODOPA,7
BENICAR (OLMESARTAN MEDOXOMIL) (4 0 MILLIGRAM),OLMESARTAN,1
CLONIDINE (CLONIDINE (0.2 MILLIGRAM),CLONIDINE,1
PRANDIN (REPAGLINIDE) (2 MILLIGRAM),REPAGLINIDE,1
PROTONIX (PANTOPRAZOLE) (40 MILLIGRAM),PANTOPRAZOLE,5
SYNTHROID (LEVOTHYROXINE SODIUM) (175 MILLIGRAM),LEVOTHYROXINE,1
TRILEPTAL (OXCARBAZEPINE) (150 MILLIGRAM),OXCARBAZEPINE,1
BETA CAROTENE,PROPRANOLOL,130
FLUTICASONE PROPIONATE (FLONASE),FLUTICASONE PROPIONATE,32
PROCHLORPERAZINE EDISYLATE (COMPAZINE),PROCHLORPERAZINE,1
MYLANTA + MYLANTA DS,FAMOTIDINE,33
ALPRAZOLAM (ALPRAZOLAM) (0.25 MILLIGRAM),ALPRAZOLAM,1
NAPROXEN (NAPROXEN) (500 MILLIGRAM),NAPROXEN,3
FUROSEMIDE AND SPIRONOLACTONE,FUROSEMIDE,35
CALCIUM CARBONATE (CALTRATE),CALCIUM CARBONATE,4
GLUCOSE (DEXTROL),N-ACETYL-D-GLUCOSAMINE,1
STOCRIN CAPS,EFAVIRENZ,130
DRAMAMINE,MECLIZINE,372
IRBESARTAN TABS,IRBESARTAN,4
BACTRIMEL,SULFAMETHOXAZOLE,39
CLONIDINE PATCHES (CLONIDINE),CLONIDINE,1
LOPRESOR - SLOW RELEASE,METOPROLOL,4
TOLAZAMIDE (TOLAZAMIDE),TOLAZAMIDE,15
BONEFOS (CLODRONATE DISODIUM),CLODRONATE,22
"CLARINEX/DEN/LORATADINE, PSEUDOEPHEDRINE SULFATE)",DESLORATADINE,1
BACTINE,TRIMETHOPRIM,7
ISTIN,DANTRON,278
ENALAPRIL (ENALAPRIL) TABLETS,ENALAPRIL,1
CEFOTIAM (CEFOTIAM),CEFOTIAM,23
ETOMIDATE (ETOMIDATE),ETOMIDATE,14
LEOTHYROXINE SODIUM,LEVOTHYROXINE,1
OXYBUTYNIN HYDROCHLORIDE (OXYBUTYNIN HYDROCHLORIDE) UNSPECIFIED,OXYBUTYNIN,1
SEROQUELL (QUETIAPINE FUMARATE),QUETIAPINE,1
BENADON ^HOFFMAN^,PYRIDOXINE,1
METHOTREXATE (METHOTRXATE),METHOTREXATE,2
FERGON,IRON,163
ENOXIMONE (ENOXIMONE),ENOXIMONE,5
SORTIS (ATROVASTATIN),ATORVASTATIN,2
ETHINYL ESTRADIOL AND NORETHINDRONE,ETHINYL ESTRADIOL,101
FENOFIBRATE (BLINDED) (TRICOR),FENOFIBRATE,1
CIMETIDINE (CIMETIDINE) TABLETS,CIMETIDINE,1
CLINORIL (SULINDAC) TABLETS,SULINDAC,4
ISCOTIN (ALDIOXA) TABLETS,ISONIAZID,1
BRONCHODUAL,GUAIFENESIN,258
SOLACY,CORTICOTROPIN,9
COTRIMOXAZOL,TRIMETHOPRIM,34
MEPROLOL,MEPROBAMATE,30
TEICOPLANINE,TEICOPLANIN,21
LEUPRORELIN,LEUPROLIDE,125
CORTRIL,HYDROCORTISONE,557
DIDANOSINA (DIDANOSINE),DIDANOSINE,4
ESTAVUDINA (STAVUDINE),STAVUDINE,2
GLATIRAMER ACETATE (GLATIRAMER ACETATE),GLATIRAMER ACETATE,22
INTERFERON BETA (INTERFERON BETA),INTERFERON BETA-1B,73
CHLORMAPHENICOL (CHLORAMPHENICOL),CHLORAMPHENICOL,1
STIMULANT,PEMOLINE,11
AMANTADINE HYROCHLORIDE 50MG,AMANTADINE,1
"NOVORAPID PENFILL (INSULIN ASPART) SOLUTION FOR INJECTION, 100U/ML",INSULIN ASPART,2
"GLUCOBAY (ACARBOSE) TABLET, 150MG",ACARBOSE,1
"FRAGMIN (HEPARIN-FRACTION, SODIUM SALT), 2500 IU",DALTEPARIN,1
BEPRIDIL (BEPRIDIL HYDROCHLORIDE MONOHYDRATE) TABLETS,BEPRIDIL,2
"BUFFERIN (MAGNESIUM CARBONATE, ALUMINIUM GLUCINTE, ACETYLSALICYLIC ACI",ACETYLSALICYLIC ACID,1
ULCERMIN (SUCRALFATE),SUCRALFATE,16
AGIOLAX (AGIOLAX),VITAMIN A,2
URBANYL (CLOBAZAM),CLOBAZAM,70
FLUDARABINE + CYCLOPHOSPHAMIDE (FLUDARABINE PHOSPHATE),FLUDARABINE,4
ACETYLSALICYLIC ACID (ACETYLSALICYLIC ACIDZ),ACETYLSALICYLIC ACID,1
METADATE (METHYLPHENIDATE),METHYLPHENIDATE,15
FURABID (NITROFURANTOIN),NITROFURANTOIN,2
KETOROLAC (KETOROLAC),KETOROLAC,41
UTROGESTRAN (PROGESTERONE),PROGESTERONE,2
CYCLOPHOSPHAMIDE 9CYCLOPHOSPHAMIDE),CYCLOPHOSPHAMIDE,4
"INFLIXIMAB, RECOMBINANT)",INFLIXIMAB,1
CONVULEX ^BYK GULDEN^ (VALPROATE SODIUM),VALPROIC ACID,2
INFLIXIMAB (RECOMBINANT)  LYOPHILIZED POWDER,INFLIXIMAB,1
NAUZELIN(DOMPERIDONE),DOMPERIDONE,1
ADRIAMYCIN RDF,DOXORUBICIN,215
CAMPATH/MABCAMPATH (ALEMBUZUMAB) AMPULE,ALEMTUZUMAB,1
CIPROXIN  /DEN/ (CIPROFLOXACIN),CIPROFLOXACIN,1
NEUPOGEN   /SWE/ (FILGRASTIM),FILGRASTIM,1
PENTACARINAT ^AVENTIS^ (PENTAMIDINE ISETHIONATE),PENTAMIDINE,1
TIROFIBAN (TIROFIBAN),TIROFIBAN,19
SODIUM GUALENATE (SODIUM GUALENATE),CONJUGATED ESTROGENS,12
ACETYLALICYLIC ACID (ACETYLSALICYLIC ACID),ACETYLSALICYLIC ACID,3
DEXCHLORPHENIRAMINE MALEATE  (DEXCHLORPHENIRAMINE MALEATE),CHLORPHENIRAMINE,1
"VALISONE-G (GENTAMICIN SULFATE, BETAMETHASONE VALERATE)",BETAMETHASONE,2
CISPLATIN- SOLUTION - 55 MG/M2,CISPLATIN,1
"VITAMIN BI AND B6 (THIAMINE, PYRIDOXINE)",RIBOFLAVIN,1
RALOXIFENE HYDROCHLORIDE,RALOXIFENE,559
RANISAN (RANITIDINE),RANITIDINE,1
PIPERACILLIN SODIUM AND TAZOBACTAM SODIUM,PIPERACILLIN,409
FENOTEROL AND IPRATROPIUM BROMIDE,FENOTEROL,2
NEOSTIGMINE BROMIDE,NEOSTIGMINE,39
DEXEDRINE (DEXAMEFETAMINE SULFATE),DEXTROAMPHETAMINE,3
ACULAR,KETOROLAC,329
ALOCRIL (NEDOCROMIL SODIUM),NEDOCROMIL,2
NEURONIN (GABAPENTIN),ACETYLSALICYLIC ACID,1
ORAPRED (PERDNISOLONE),PREDNISOLONE,1
"ENALAPRIL MALEATE TABLETS , 20 MG, GENPHARM",ENALAPRIL,1
"ENALAPRIL MALEATE TABLETS, 20 MG, GENPHARM",ENALAPRIL,2
CHLORZOXAZONE (CHLORZOXAZONE),CHLORZOXAZONE,1
CALCIUM LACTOGLUCONATE,CALCIUM ACETATE,3
PREDNISONE ACETATE,PREDNISONE,73
ENTERONON,CLIOQUINOL,42
CERTOPARIN (CERTOPARIN SODIUM),HEPARIN,2
OXAZEPAM 10 (OXAZEPAM),OXAZEPAM,2
(RALTITREXED) - SOLUTION - 3 MG/M2,RALTITREXED,1
RISPERIDONE M-TAB,RISPERIDONE,11
STAVUDINE (STAVUDINE) (NR),STAVUDINE,6
(CAPECITABINE) - TABLET - 1500 MG,CAPECITABINE,2
(ERLOTINIB) - FORM: UNKNOWN - UNIT DOSE: UNKNOWN,ERLOTINIB,1
(OXALIPLATIN) - SOLUTION - 225 MG,OXALIPLATIN,1
(OXALIPLATIN) -  SOLUTION - 130 MG/M2,OXALIPLATIN,1
FLUDARABINE 25MG/M2 IV Q EVERY 28 DAYS LAST 2/23/04,FLUDARABINE,1
THALIDOMIDE 300 MG PO QD LAST DOSE 2/19/04 PRIOR TO SAE,THALIDOMIDE,1
"PROCRIT 40,000 UNITS ORTHO-BIOTECH",EPOETIN ALFA,3
KAOPECTATE OTC PFIZER,LOPERAMIDE,1
"CLOZAPINE - IVAX PHARMACEUTICALS, INS. TABLETS",CLOZAPINE,1
ESTROGENS (ESTROGENS),CONJUGATED ESTROGENS,142
"METFORMIN HYDROCHLORIDE, GLIBENCLAMIDE (GLUCOVANCE)",METFORMIN,3
INDOMETACIN (INDOCIN),INDOMETHACIN,2
OXYCODONE HYDROCHLORIDE (OXYCONTIN),OXYCODONE,15
ASTHMA MEDICATIONS NOS,EPINEPHRINE,11
INSULIN PORCINE (REGULAR INSULIN,INSULIN REGULAR,1
"INSULIN HUMAN, INSULIN ISOPHANE, HUMAN BIOSYNTHETIC (HUMULIN)",INSULIN REGULAR,4
LERCANIDIPINE (LEVOMETHADYL ACETATE),LERCANIDIPINE,1
SODIUM VALPORATE,HYALURONAN,7
GLIBENCLAMIDE (GLYNASE),GLYBURIDE,2
INSULIN ASPART (NOVOLOG) SOLUTION FOR INJECTION,INSULIN ASPART,2
"INSULIN HUMAN INJECTION, ISOPHANE (HUMULIN N)",INSULIN REGULAR,5
WARFARIN SODIUM (COUMADINE),WARFARIN,1
SPIRONOLACTONE (SPIRINOLACTONE),SPIRONOLACTONE,3
VIDEX (NR),DIDANOSINE,1
VIREAD (NR),TENOFOVIR,1
PREGNYL,CHORIOGONADOTROPIN ALFA,144
HYDROMORPHONE 2 MG/1ML 2 ML VIASL MAYNE-FAULDING,HYDROMORPHONE,1
POLYGAM,THALIDOMIDE,68
CHLOROPROCAINE HCL,PROCAINE,15
"OXYCODONE + ACETAMINOPHEN TAB USP, 5/325 MI",OXYCODONE,1
AMIODARONE 200 MG BARR,AMIODARONE,1
LORATDADINE (LORATADINE),LORATADINE,1
RIZATRIPTAN BENZOATE (RIZTRIPTAN BENZOATE),RIZATRIPTAN,1
HALOTESTIN,FLUOXYMESTERONE,41
INSULIN N,INSULIN REGULAR,17
"ACETAMINOPHEN W/OXYCODONE (OXYCODONE HYDROCHLORIDE, PARACETAMOL)",ACETAMINOPHEN,3
ARIXTRA - FONDAPARINUX SODIUM - SOLUKTION - 2.5 MG,FONDAPARINUX SODIUM,1
CERVIDIL (GEMEPROST),DINOPROSTONE,1
COUMADIN (WARFARIN SODIUIM),WARFARIN,6
HYDROCHLOROTHIAZIDE TAB,HYDROCHLOROTHIAZIDE,32
"LITHIUM (LITHIUM, 0)",LITHIUM,3
INSULIN PORK,INSULIN LISPRO,1
ARELIX,PIRETANIDE,81
AMINOFLUID,ACETAMINOPHEN,149
ELECTROLYTES,ALDOSTERONE,67
DIBLOCIN (DOXAZOSIN MESILATE),DOXAZOSIN,8
"ATACAND (CANDESARTAN CILEXETIL) (8 MILLIGRAM, TABLETS)",CANDESARTAN,1
PROVENTIL HFA ^SCHERING-PLOUGH^ (SALBUTAMOL),SALBUTAMOL,2
PSEUDOEPHEDRINE HYDROCHLORIDE (SUDAFED),PSEUDOEPHEDRINE,8
PROCRIT (ERTHROPOIETIN),EPOETIN ALFA,1
AMANTADINE 50MG/5ML,AMANTADINE,1
DIPHENHYDRAMINE HYDROCHLORIDE (DIPHEHYDRAMINE HYDROCHLORIDE),DIPHENHYDRAMINE,1
TYLENOL ALLERGY AND SINUS,ACETAMINOPHEN,1
NITRENIDPINE (NITRENDIPINE),NITRENDIPINE,1
IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE) (NR),IPRATROPIUM BROMIDE,1
LITHIUM (MANUFACTURER UNKNOWN) (LITHIUM),LITHIUM,2
ALLEGRA (FEXOFENADINE HYDROCHLORIDE) (TA),FEXOFENADINE,1
AMOBAN       (ZOPICLONE),ZOPICLONE,1
LITHIUM CARBONATE CAP,LITHIUM,128
DRISTAN,DIPHENHYDRAMINE,62
XALATAN 0.005%- LATANOPROST-,LATANOPROST,1
"METHYLPHENIDATE 5 MG ABLE LABORATORIES, INC",METHYLPHENIDATE,1
CISATRACURIUM,CISATRACURIUM BESYLATE,117
RITALIN-SR,METHYLPHENIDATE,150
LAMICTAL ^WELLCOME^,LAMOTRIGINE,4
MAGNESIAMAITO,MAGNESIUM,1
KENALOG-10,TRIAMCINOLONE,112
DESAMETASONE,DEXAMETHASONE,36
ALLERGENS (ALLERGENS),DIPHENYLPYRALINE,3
DEXTROMETHORPHAN (DEXTROMETHORPHAN),DEXTROMETHORPHAN,31
SORTIS ^PARKE DAVIS^,ATORVASTATIN,6
METOPROLOL (METPROLOL),METOPROLOL,2
BENZONATATE (BENZONATATE),BENZONATATE,17
WARFARIN 4 MG AND 5 MG BMS,WARFARIN,1
PROPOXY (PROPOXYCAINE),PROPOXYPHENE,1
ULTRAM (PHENAGLYCODOL),TRAMADOL,1
ABACAVIR (GLAXO SMITH KLINE),ABACAVIR,1
DIDANOSINE (BRISTOL MYER SQUIBB),DIDANOSINE,1
ENFUVIRTIDE (ROCHE),ENFUVIRTIDE,1
INDINAVIR (MERCK),INDINAVIR,1
RITONAVIR (ABBOTT LABORATORIES),RITONAVIR,1
STAVUDINE (BRISTOL MYER SQUIBB),STAVUDINE,1
TENOFOVIR (GILEAD),TENOFOVIR,1
EVACET,HYDROCORTISONE,1
CONJUGATED EQUINE ESTROGENS,CONJUGATED ESTROGENS,1
CARISOPRODOL 350 MG ABLE LABORATORIES,CARISOPRODOL,1
HYDROCODONE ( ) HYDROCODONE,HYDROCODONE,2
RITALIN (METHYLPEHNIDATE HYDROCHLORIDE),METHYLPHENIDATE,1
NAPROXEN SODIUM 220 MG. QC QUALITY CHOICE,NAPROXEN,1
VORICONAZOLE 200 MG PFIZER,VORICONAZOLE,5
WARFARIN 5 MG BMS,WARFARIN,4
TERAZOCIN,TERAZOSIN,19
ALAVERT,LORATADINE,1136
ESTROGENS NOS,CONJUGATED ESTROGENS,9
DEXEDRINE (DEXAMPETAMINE SULFATE),DEXTROAMPHETAMINE,1
METHYLIN (METHYLPHENIDATE HYDROCHLORIDE),METHYLPHENIDATE,9
CIPRO (CIRPOFLOXACIN HYDROCHLORIDE),CIPROFLOXACIN,2
LOPRESSOR (METOPROLO TARTRATE),METOPROLOL,1
LITHOTHYRONINE,LIOTHYRONINE,1
ERYTHROMYCIN EYE OINTMENT,ERYTHROMYCIN,4
BEFIZAL 400,BEZAFIBRATE,1
ACEYLSALICYLIC ACID,ACETYLSALICYLIC ACID,3
IBUPROFEN 200 MG TARGET CORPORATION,IBUPROFEN,1
CO TRIMOXAZOLE,TRIMETHOPRIM,10
NUCTALON,ESTAZOLAM,40
PHENOBARBITAL 64.8 MILLIGRAM,PHENOBARBITAL,1
NIVAQUINE,CHLOROQUINE,18
CONCERTA (METHYLPHENIDATE HYDRCHLORIDE),METHYLPHENIDATE,2
FURAGIN,NITROFURAZONE,11
RANITYDYNA,RANITIDINE,1
ADIURETIN SD,DESMOPRESSIN,5
OMEGA,OMEPRAZOLE,215
RIBAVIRIN (NON-ROCHE),RIBAVIRIN,83
LORAZEPAMUM,LORAZEPAM,7
FERROGRAD,AMINOSALICYLIC ACID,106
PERIDYS,HALOPERIDOL,55
PHOSPHALUGEL,CREATINE,21
ULCAR,SUCRALFATE,8
WELLBUTRIN (BUPROPION HYDROHCLORIDE),BUPROPION,2
PROPOXYPHENE(DEXTROPROPOXYPHENE)UNKNOWN,PROPOXYPHENE,1
ENFURVIRTIDE,ENFUVIRTIDE,3
ACYCLOVIR CAPS 200 MG,ACYCLOVIR,1
LITHIUM (LITHIUM)  (LITHIUM),LITHIUM,1
"MYLANTA (ALUMINIUM HYDROXIDE GEL, DRIED/DIMETICONE, ACTIVATED/MAGNESIU",FAMOTIDINE,5
TRAPAX,ALPRAZOLAM,8
CORTISON (CORTISONE),HYDROCORTISONE,8
